Participant Legal Business Name,ACO Legal or Name/Doing Business As,ACO Address,ACO Service Area,ACO Website Address,ACO Executive Name,ACO Executive Email,ACO Executive Phone,ACO Public Contact Name,ACO Public Contact Email,ACO Public Contact Phone
"Hillel Laks, MD",UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
"Sherwin J. Isenberg, M.D., Inc.",UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
"Jacob Rajfer, MD",UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
Associated General Surgeons,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
"John G Frazee, MD",UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
Surgical Oncology Associates of Westwood,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
Ucla Radiology Medical Group,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
Uc Regents Ucla Family Health Center,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
Ucla Dept Of Pediatrics Grp Practice,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
Uc Regents Ucla Obgyn Medical Group,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
UC Regents UCLA Dept of Medicine Professional Group,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
Uc Regents Ucla Dmpg Dermatology,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
Uc Regents Neuropsychiatric Behavioral Health,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
Jules Stein Institute Medical Group,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
Ucla Neurological Group,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
"UC Regents, DBA UCLA Department of Anesthesiology",UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
"Louis D. Holst, MD",UPSA ACO LLC,"8207 Callaghan Rd, Ste 320, San Antonio, Texas 78230",Texas,,Lloyd Van Winkle,drvanwinkl@aol.com,(210) 340-7941,Richard Turner,Richard@clay-consulting.com,(210) 340-7941
"Arie S Belldegrun, MD",UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
Uc Regents Department Of Pharmacology And Nuclear Medicine Practice Gr,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
Regents Of University Of California Ucla Orthopaedic Surgery Med Group,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
The Regents Of The University Of California Ucla Pediatric Surgery As,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
The Regents Of The University Of California Ucla Surgery Oncology Ass,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
The Regents Of The University Of California Ucla Plastic Surgery Assoc,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
The Regents Of The University Of California,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
Regents Of The University Of California Ucla Head And Neck Surgery,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
The Regents Of The University Of California Ucla Urology Associates,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
Regents Of University Of California Ucla Neurosurgery Associates,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
Ucla Cardiothoracic Surg,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
Regents Of The University Of California Ucla Liver Pancreas Transplan,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
Regents Of The University Of Ca Emer Med,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
The Regents Of The University Of California Ucla Rad-Onc Group Practic,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
Regents Of The University Of California Gonda Goldschmied Vascular Cen,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
Regents Of The University Of Ucla Thoracic Oncology Associates,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
Ucla Pathology & Laboratory,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
Santa Monica Bay Area Physicians,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
North San Antonio Healthcare Associates,UPSA ACO LLC,"8207 Callaghan Rd, Ste 320, San Antonio, Texas 78230",Texas,,Lloyd Van Winkle,drvanwinkl@aol.com,(210) 340-7941,Richard Turner,Richard@clay-consulting.com,(210) 340-7941
Uc Regents Ucla Gynecologic Oncology Assoc.,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
Regents Univ Of Calif Los Angeles,UCLA Faculty Practice Group,"12-26 CHS/Office of the FPG, 10833 Le Conte Ave, Los Angeles, California 90095",California,www.uclahealth.org,Patricia Kapur,acodesignteam@mednet.ucla.edu,(310) 267-8642,Jordan Hall,Jordanhall@mednet.ucla.edu,(310) 983-3013
"Matthew J. Smith, MD",UnityPoint Health Partners,"1776 West Lakes Parkway, Suite 400, West Des Moines, Iowa 50266","Illinois, Iowa, Missouri",www.unitypoint.org/organized-system-of-care.aspx,Kevin Vermeer,Kevin.Vermeer@unitypoint.org,(515) 241-8215,Laura Sinnard,laura.sinnard@unitypoint.org,(515) 241-3600
Linn Community Care,UnityPoint Health Partners,"1776 West Lakes Parkway, Suite 400, West Des Moines, Iowa 50266","Illinois, Iowa, Missouri",www.unitypoint.org/organized-system-of-care.aspx,Kevin Vermeer,Kevin.Vermeer@unitypoint.org,(515) 241-8215,Laura Sinnard,laura.sinnard@unitypoint.org,(515) 241-3600
"Cardiologists, L.C.",UnityPoint Health Partners,"1776 West Lakes Parkway, Suite 400, West Des Moines, Iowa 50266","Illinois, Iowa, Missouri",www.unitypoint.org/organized-system-of-care.aspx,Kevin Vermeer,Kevin.Vermeer@unitypoint.org,(515) 241-8215,Laura Sinnard,laura.sinnard@unitypoint.org,(515) 241-3600
"Kettman Pranger Family Medicine, PLLC",UnityPoint Health Partners,"1776 West Lakes Parkway, Suite 400, West Des Moines, Iowa 50266","Illinois, Iowa, Missouri",www.unitypoint.org/organized-system-of-care.aspx,Kevin Vermeer,Kevin.Vermeer@unitypoint.org,(515) 241-8215,Laura Sinnard,laura.sinnard@unitypoint.org,(515) 241-3600
Trinity Medical Center,UnityPoint Health Partners,"1776 West Lakes Parkway, Suite 400, West Des Moines, Iowa 50266","Illinois, Iowa, Missouri",www.unitypoint.org/organized-system-of-care.aspx,Kevin Vermeer,Kevin.Vermeer@unitypoint.org,(515) 241-8215,Laura Sinnard,laura.sinnard@unitypoint.org,(515) 241-3600
"Endocrine Associates of the Quad Cities, S.C.",UnityPoint Health Partners,"1776 West Lakes Parkway, Suite 400, West Des Moines, Iowa 50266","Illinois, Iowa, Missouri",www.unitypoint.org/organized-system-of-care.aspx,Kevin Vermeer,Kevin.Vermeer@unitypoint.org,(515) 241-8215,Laura Sinnard,laura.sinnard@unitypoint.org,(515) 241-3600
Robert Young Center for Community Mental Health,UnityPoint Health Partners,"1776 West Lakes Parkway, Suite 400, West Des Moines, Iowa 50266","Illinois, Iowa, Missouri",www.unitypoint.org/organized-system-of-care.aspx,Kevin Vermeer,Kevin.Vermeer@unitypoint.org,(515) 241-8215,Laura Sinnard,laura.sinnard@unitypoint.org,(515) 241-3600
"John Deere Medical Group of the Quad Cities, P.C.",UnityPoint Health Partners,"1776 West Lakes Parkway, Suite 400, West Des Moines, Iowa 50266","Illinois, Iowa, Missouri",www.unitypoint.org/organized-system-of-care.aspx,Kevin Vermeer,Kevin.Vermeer@unitypoint.org,(515) 241-8215,Laura Sinnard,laura.sinnard@unitypoint.org,(515) 241-3600
Methodist Medical Center of Illinois,UnityPoint Health Partners,"1776 West Lakes Parkway, Suite 400, West Des Moines, Iowa 50266","Illinois, Iowa, Missouri",www.unitypoint.org/organized-system-of-care.aspx,Kevin Vermeer,Kevin.Vermeer@unitypoint.org,(515) 241-8215,Laura Sinnard,laura.sinnard@unitypoint.org,(515) 241-3600
"Quincy Physicians & Surgeons Clinic, S.C.",UnityPoint Health Partners,"1776 West Lakes Parkway, Suite 400, West Des Moines, Iowa 50266","Illinois, Iowa, Missouri",www.unitypoint.org/organized-system-of-care.aspx,Kevin Vermeer,Kevin.Vermeer@unitypoint.org,(515) 241-8215,Laura Sinnard,laura.sinnard@unitypoint.org,(515) 241-3600
St. Luke''s Methodist Hospital,UnityPoint Health Partners,"1776 West Lakes Parkway, Suite 400, West Des Moines, Iowa 50266","Illinois, Iowa, Missouri",www.unitypoint.org/organized-system-of-care.aspx,Kevin Vermeer,Kevin.Vermeer@unitypoint.org,(515) 241-8215,Laura Sinnard,laura.sinnard@unitypoint.org,(515) 241-3600
Unity HealthCare,UnityPoint Health Partners,"1776 West Lakes Parkway, Suite 400, West Des Moines, Iowa 50266","Illinois, Iowa, Missouri",www.unitypoint.org/organized-system-of-care.aspx,Kevin Vermeer,Kevin.Vermeer@unitypoint.org,(515) 241-8215,Laura Sinnard,laura.sinnard@unitypoint.org,(515) 241-3600
Central Iowa Hospital Corporation,UnityPoint Health Partners,"1776 West Lakes Parkway, Suite 400, West Des Moines, Iowa 50266","Illinois, Iowa, Missouri",www.unitypoint.org/organized-system-of-care.aspx,Kevin Vermeer,Kevin.Vermeer@unitypoint.org,(515) 241-8215,Laura Sinnard,laura.sinnard@unitypoint.org,(515) 241-3600
Allen Memorial Hospital Corporation,UnityPoint Health Partners,"1776 West Lakes Parkway, Suite 400, West Des Moines, Iowa 50266","Illinois, Iowa, Missouri",www.unitypoint.org/organized-system-of-care.aspx,Kevin Vermeer,Kevin.Vermeer@unitypoint.org,(515) 241-8215,Laura Sinnard,laura.sinnard@unitypoint.org,(515) 241-3600
Iowa Digestive Disease Center,UnityPoint Health Partners,"1776 West Lakes Parkway, Suite 400, West Des Moines, Iowa 50266","Illinois, Iowa, Missouri",www.unitypoint.org/organized-system-of-care.aspx,Kevin Vermeer,Kevin.Vermeer@unitypoint.org,(515) 241-8215,Laura Sinnard,laura.sinnard@unitypoint.org,(515) 241-3600
"Peoples Community Health Clinic, Inc.",UnityPoint Health Partners,"1776 West Lakes Parkway, Suite 400, West Des Moines, Iowa 50266","Illinois, Iowa, Missouri",www.unitypoint.org/organized-system-of-care.aspx,Kevin Vermeer,Kevin.Vermeer@unitypoint.org,(515) 241-8215,Laura Sinnard,laura.sinnard@unitypoint.org,(515) 241-3600
"Iowa Kidney Physicians, P.C.",UnityPoint Health Partners,"1776 West Lakes Parkway, Suite 400, West Des Moines, Iowa 50266","Illinois, Iowa, Missouri",www.unitypoint.org/organized-system-of-care.aspx,Kevin Vermeer,Kevin.Vermeer@unitypoint.org,(515) 241-8215,Laura Sinnard,laura.sinnard@unitypoint.org,(515) 241-3600
Iowa Physicians Clinic Medical Foundation,UnityPoint Health Partners,"1776 West Lakes Parkway, Suite 400, West Des Moines, Iowa 50266","Illinois, Iowa, Missouri",www.unitypoint.org/organized-system-of-care.aspx,Kevin Vermeer,Kevin.Vermeer@unitypoint.org,(515) 241-8215,Laura Sinnard,laura.sinnard@unitypoint.org,(515) 241-3600
Cedar Valley Medical Specialists,UnityPoint Health Partners,"1776 West Lakes Parkway, Suite 400, West Des Moines, Iowa 50266","Illinois, Iowa, Missouri",www.unitypoint.org/organized-system-of-care.aspx,Kevin Vermeer,Kevin.Vermeer@unitypoint.org,(515) 241-8215,Laura Sinnard,laura.sinnard@unitypoint.org,(515) 241-3600
"John W. Musgrave, MD",UnityPoint Health Partners,"1776 West Lakes Parkway, Suite 400, West Des Moines, Iowa 50266","Illinois, Iowa, Missouri",www.unitypoint.org/organized-system-of-care.aspx,Kevin Vermeer,Kevin.Vermeer@unitypoint.org,(515) 241-8215,Laura Sinnard,laura.sinnard@unitypoint.org,(515) 241-3600
"Family Health Partners of the Quad Cities, P.C.",UnityPoint Health Partners,"1776 West Lakes Parkway, Suite 400, West Des Moines, Iowa 50266","Illinois, Iowa, Missouri",www.unitypoint.org/organized-system-of-care.aspx,Kevin Vermeer,Kevin.Vermeer@unitypoint.org,(515) 241-8215,Laura Sinnard,laura.sinnard@unitypoint.org,(515) 241-3600
"Total Health of Iowa, Inc.",UnityPoint Health Partners,"1776 West Lakes Parkway, Suite 400, West Des Moines, Iowa 50266","Illinois, Iowa, Missouri",www.unitypoint.org/organized-system-of-care.aspx,Kevin Vermeer,Kevin.Vermeer@unitypoint.org,(515) 241-8215,Laura Sinnard,laura.sinnard@unitypoint.org,(515) 241-3600
"University Hospitals Medical Group, Inc.",University Hospitals Coordinated Care Organization,"3605 Warrensville Center Road, M/S MSC9214, Shaker Heights, Ohio 44122",Ohio,www.uhhospitals.org/about/accountable-care-organization,Eric Bieber,eric.bieber@uhhospitals.org,(216) 844-3323,Nathan Hunt,nate.hunt@uhhospitals.org,(216) 844-1501
"University Hospitals Ahuja Medical Center, Inc.",University Hospitals Coordinated Care Organization,"3605 Warrensville Center Road, M/S MSC9214, Shaker Heights, Ohio 44122",Ohio,www.uhhospitals.org/about/accountable-care-organization,Eric Bieber,eric.bieber@uhhospitals.org,(216) 844-3323,Nathan Hunt,nate.hunt@uhhospitals.org,(216) 844-1501
University Hospitals Geneva Medical Center,University Hospitals Coordinated Care Organization,"3605 Warrensville Center Road, M/S MSC9214, Shaker Heights, Ohio 44122",Ohio,www.uhhospitals.org/about/accountable-care-organization,Eric Bieber,eric.bieber@uhhospitals.org,(216) 844-3323,Nathan Hunt,nate.hunt@uhhospitals.org,(216) 844-1501
University Hospitals Conneaut Medical Center,University Hospitals Coordinated Care Organization,"3605 Warrensville Center Road, M/S MSC9214, Shaker Heights, Ohio 44122",Ohio,www.uhhospitals.org/about/accountable-care-organization,Eric Bieber,eric.bieber@uhhospitals.org,(216) 844-3323,Nathan Hunt,nate.hunt@uhhospitals.org,(216) 844-1501
"University Hospitals Health System, Inc.",University Hospitals Coordinated Care Organization,"3605 Warrensville Center Road, M/S MSC9214, Shaker Heights, Ohio 44122",Ohio,www.uhhospitals.org/about/accountable-care-organization,Eric Bieber,eric.bieber@uhhospitals.org,(216) 844-3323,Nathan Hunt,nate.hunt@uhhospitals.org,(216) 844-1501
